Código SNISB,Nome da Barragem,Capacidade (hm3),Classe de Capacidade,Altura Acima da Fundação (m),Classe de Altura,Altura Acima do Terreno (m),Município,UF,Uso Principal,Espelho D'água,Fiscalizador,Latitude,Longitude,Categoria de Risco,Classe de DPA,Latitude (Graus),Longitude (Graus),ESRI_OID,x,y
1514,Barra Velha,99.5,75 hm³ < V < 200 hm³,17.51,15 m < h < 30 m,17.51,INDEPENDÊNCIA,CE,Abastecimento humano,Açude Barra Velha,SRH/CE,"05º19'14.0""S","40º19'31.0""W",Baixo,Alto,-5.3205555556,-40.325277777800004,3270,-40.32527777799993,-5.320555555999931
1515,Carnaubal,80.65,75 hm³ < V < 200 hm³,18.400000000000002,15 m < h < 30 m,18.400000000000002,CRATEÚS,CE,Abastecimento humano,Açude Carnaubal,SRH/CE,"05º16'57.0""S","40º40'17.0""W",Baixo,Alto,-5.282500000000001,-40.671388888900005,3266,-40.67138888899996,-5.28249999999997
1552,Angicos,56.050000000000004,3 hm³ < V < 75 hm³,18.900000000000002,15 m < h < 30 m,18.900000000000002,COREAÚ,CE,Abastecimento humano,Açude Angicos,SRH/CE,"03º38'7.0""S","40º49'17.0""W",Médio,Alto,-3.6352777778,-40.8213888889,3226,-40.821388888999934,-3.6352777779999315
1556,Castro,63.9,3 hm³ < V < 75 hm³,25.900000000000002,15 m < h < 30 m,25.900000000000002,ITAPIÚNA,CE,Abastecimento humano,Açude Castro,SRH/CE,"04º33'56.0""S","38º55'53.0""W",Baixo,Alto,-4.5655555556000005,-38.9313888889,3220,-38.93138888899995,-4.565555555999936
1591,Ema,10.4,3 hm³ < V < 75 hm³,18.5,15 m < h < 30 m,15.5,IRACEMA,CE,Abastecimento humano,Açude da Ema,SRH/CE,"05º46'37.0""S","38º21'15.0""W",Alto,Alto,-5.7770931664,-38.3543811646,3265,-38.35438116499995,-5.777093165999929
1612,Acaraú Mirim,52.76,3 hm³ < V < 75 hm³,19,15 m < h < 30 m,19,MASSAPÊ,CE,Abastecimento humano,Açude Acaraú-Mirim,SRH/CE,"03º30'6.0""S","40º16'59.0""W",Médio,Alto,-3.5016933259,-40.2832540509,3230,-40.28325405099997,-3.501693325999952
1615,Ayres de Sousa,104.43,75 hm³ < V < 200 hm³,29,15 m < h < 30 m,29,SOBRAL,CE,Abastecimento humano,Açude Ayres de Souza,SRH/CE,"03º47'47.0""S","40º30'43.0""W",Alto,Alto,-3.7965065609,-40.5121119217,3229,-40.512111921999974,-3.796506560999944
1619,Carão,26.23,3 hm³ < V < 75 hm³,20,15 m < h < 30 m,20,TAMBORIL,CE,Abastecimento humano,Açude Carão,SRH/CE,"04º49'7.0""S","40º21'13.0""W",Médio,Alto,-4.8188433858,-40.3536560642,3269,-40.35365606399995,-4.818843385999969
1621,Caxitoré,202,V > 200 hm³,41,15 m < h < 30 m,27.5,UMIRIM,CE,Abastecimento humano,Açude Caxitoré,SRH/CE,"03º44'32.0""S","39º21'44.0""W",Alto,Alto,-3.7423857882,-39.3624339696,3218,-39.362433969999984,-3.7423857879999787
1622,Cedro,126,75 hm³ < V < 200 hm³,20.5,15 m < h < 30 m,20.5,QUIXADÁ,CE,Abastecimento humano,Açude Cedro,SRH/CE,"04º58'27.0""S","39º04'2.0""W",Médio,Alto,-4.9744015389,-39.0672906892,3275,-39.06729068899995,-4.974401538999928
1624,Edson Queiroz,254,V > 200 hm³,43,15 m < h < 30 m,30,SANTA QUITÉRIA,CE,Abastecimento humano,Açude Edson Queiroz,SRH/CE,"04º13'36.0""S","40º03'27.0""W",Médio,Alto,-4.2269428556,-40.0575019958,3233,-40.057501995999985,-4.226942855999937
1625,Farias de Souza,12.23,3 hm³ < V < 75 hm³,16,15 m < h < 30 m,16,NOVA RUSSAS,CE,Abastecimento humano,Açude Farias de Souza,SRH/CE,"04º46'4.0""S","40º35'3.0""W",Médio,Alto,-4.7680223941,-40.584223962799996,3228,-40.58422396299994,-4.768022393999956
738,BARRAGEM IV-A (Córrego do Feijão),0.13,V < 3 hm³,14,10 m < h < 15 m,14,BRUMADINHO,MG,Contenção de rejeitos de mineração,,DNPM,"20º08'21.0""S","44º07'23.0""W",Baixo,Alto,-20.1394444444,-44.1230555556,3198,-44.12305555599994,-20.139444443999935
2000,Barragem do Bacanga,31,3 hm³ < V < 75 hm³,8.4,h < 10 m,4,SÃO LUÍS,MA,Defesa contra inundações,Lagoa do Bacanga,SEMA/MA,"02º32'44.0""S","44º18'4.0""W",Alto,Alto,-2.5457776939,-44.301111187000004,3224,-44.30111118699995,-2.5457776939999803
2006,Barragem Pai e Filho 1,0.018000000000000002,V < 3 hm³,4.2,h < 10 m,3.5,BUJARI,AC,Dessedentação Animal,,IMAC / AC,"09º40'53.0""S","68º11'7.0""W",Médio,Baixo,-9.6814560629,-68.18530796770001,3419,-68.18530796799996,-9.681456062999928
2007,Barragem Pai e Filho 2,0.047,V < 3 hm³,5.3,h < 10 m,4,BUJARI,AC,Dessedentação Animal,,IMAC / AC,"09º40'58.0""S","68º11'9.0""W",Médio,Baixo,-9.6830284024,-68.18592919620001,3417,-68.18592919599996,-9.683028401999934
2008,Barragem São Luiz,0.054,V < 3 hm³,5.6000000000000005,h < 10 m,4.5,BUJARI,AC,Dessedentação Animal,,IMAC / AC,"09º40'44.0""S","68º11'9.0""W",Médio,Baixo,-9.679072142699999,-68.18601056460001,3418,-68.18601056499995,-9.679072142999928
2105,Barragem Jacarecica I,4.048,3 hm³ < V < 75 hm³,20,15 m < h < 30 m,20,ITABAIANA,SE,Irrigação,Represa Jacarecica I,SEMARH/SE,"10º40'31.0""S","37º21'35.0""W",Médio,Alto,-10.6754444444,-37.3598333333,3486,-37.35983333299998,-10.675444443999936
2106,Barragem Jacarecica II,26.231,3 hm³ < V < 75 hm³,47.5,30 m < h < 70 m,47.5,MALHADOR,SE,Abastecimento humano,Represa Jacarecica II,SEMARH/SE,"10º43'22.0""S","37º17'18.0""W",Médio,Alto,-10.722944444400001,-37.2883611111,3484,-37.28836111099997,-10.72294444399995
2121,Barragem Cajueiro dos Veados/Mata Verde,1.5,V < 3 hm³,5.3,h < 10 m,5.3,MALHADOR,SE,Abastecimento humano,,SEMARH/SE,"10º35'36.0""S","37º18'3.0""W",Médio,Baixo,-10.5936111111,-37.3010277778,3488,-37.301027777999934,-10.593611110999973
2123,Poxim I,2,V < 3 hm³,4,h < 10 m,4,ARACAJU,SE,Abastecimento humano,,SEMARH/SE,"10º55'14.0""S","37º05'48.0""W",Médio,Alto,-10.9208333333,-37.09680555560001,3479,-37.096805555999936,-10.920833332999962
2125,Barragem do rio Piauitinga,0.5,V < 3 hm³,1.9000000000000001,h < 10 m,1.9000000000000001,SALGADO,SE,Abastecimento humano,,SEMARH/SE,"11º00'30.0""S","37º29'51.0""W",Médio,Médio,-11.0084166667,-37.4976666667,3476,-37.497666666999976,-11.008416666999949
2126,Barragem da Cabrita,10,3 hm³ < V < 75 hm³,2.3000000000000003,h < 10 m,2.3000000000000003,SÃO CRISTÓVÃO,SE,Abastecimento humano,,SEMARH/SE,"10º57'50.0""S","37º08'6.0""W",Médio,Médio,-10.9639722222,-37.135000000000005,3477,-37.134999999999934,-10.963972221999938
2150,ESTRELA SOLITÁRIA II,0.015000000000000001,V < 3 hm³,16,15 m < h < 30 m,15.3,ARAPOEMA,TO,Aquicultura,,Naturatins,"07º37'5.0""S","49º04'6.0""W",Médio,Baixo,-7.618333333300001,-49.068611111100005,3335,-49.06861111099994,-7.618333332999953
2151,Machado,14.637,3 hm³ < V < 75 hm³,,15 m < h < 30 m,19.5,BREJO DA MADRE DE DEUS,PE,Abastecimento humano,Açude Machado,APAC,"08º00'9.0""S","36º16'6.0""W",Alto,Alto,-8.0025,-36.2686111111,3331,-36.268611110999984,-8.00249999999994
2152,ÁGUAS CLARAS,0.068,V < 3 hm³,10,h < 10 m,9.200000000000001,BRASILÂNDIA DO TOCANTINS,TO,Dessedentação Animal,,Naturatins,"08º22'27.0""S","48º29'42.0""W",Médio,Médio,-8.3741666667,-48.495000000000005,3334,-48.49499999999995,-8.37416666699994
2157,Barragem de terra Sítio Barriguda,0.336,V < 3 hm³,11,Sem Informação,,CAETÉS,PE,Abastecimento humano,,APAC,"08º49'6.0""S","36º40'7.0""W",Alto,Alto,-8.8185277778,-36.6687222222,3323,-36.66872222199993,-8.818527777999975
2159,Duas Serras,2.032,V < 3 hm³,16,Sem Informação,,POÇÃO,PE,Abastecimento humano,,APAC,"08º13'37.0""S","36º43'5.0""W",Alto,Alto,-8.2272222222,-36.7183333333,3330,-36.718333332999975,-8.227222221999966
2087,Governador João Alves Filho,14.541,3 hm³ < V < 75 hm³,26,15 m < h < 30 m,26,CAMPO DO BRITO,SE,Irrigação,,SEMARH/SE,"10º49'17.0""S","37º26'55.0""W",Médio,Alto,-10.8214444444,-37.44875,3482,-37.44874999999996,-10.821444443999951
2100,Barragem do Jabiberi,4.3,3 hm³ < V < 75 hm³,21.5,15 m < h < 30 m,21.5,TOBIAS BARRETO,SE,Abastecimento humano,Barragem Jabiberi,SEMARH/SE,"11º03'22.0""S","37º54'42.0""W",Médio,Alto,-11.0561944444,-37.911694444400005,3475,-37.91169444399998,-11.05619444399997
1806,OSVALDIR BENTO DA SILVA	,0.13,V < 3 hm³,4.8,h < 10 m,3.9,IRANDUBA,AM,Aquicultura,,IPAAM/AM,"03º12'12.0""S","60º16'33.0""W",Médio,Baixo,-3.2035833333,-60.2760555556,3242,-60.27605555599996,-3.2035833329999264
1808,MANOEL RODRIGUES DA SILVA,1.6320000000000001,V < 3 hm³,7.6000000000000005,h < 10 m,6.8,MANACAPURU,AM,Aquicultura, ,IPAAM/AM,"03º18'32.0""S","60º35'44.0""W",Médio,Baixo,-3.3088888889000003,-60.5957777778,3239,-60.595777777999956,-3.3088888889999453
1813,AGROPECUARIA EXATA LTDA.,1.6560000000000001,V < 3 hm³,8.65,h < 10 m,8,MANACAPURU,AM,Aquicultura, ,IPAAM/AM,"03º10'47.0""S","60º35'50.0""W",Médio,Baixo,-3.1799722222,-60.5972777778,3245,-60.59727777799998,-3.1799722219999467
1814,MANOEL RODRIGUES DA SILVA,0.769,V < 3 hm³,6.12,h < 10 m,5.8,MANACAPURU,AM,Aquicultura, ,IPAAM/AM,"03º18'48.0""S","60º35'7.0""W",Médio,Baixo,-3.3135000000000003,-60.585527777799996,3238,-60.58552777799997,-3.3134999999999764
1815,AGROTEC AQUIC. E AGROP. LTDA.,0.171,V < 3 hm³,6,h < 10 m,3.6,MANACAPURU,AM,Aquicultura,,IPAAM/AM,"03º12'39.0""S","60º32'34.0""W",Médio,Baixo,-3.2108888889,-60.5430277778,3241,-60.54302777799995,-3.210888888999932
353,Sindicalista Jaime Umbelino de Souza,32.730000000000004,3 hm³ < V < 75 hm³,26,15 m < h < 30 m,25,SÃO CRISTÓVÃO,SE,Abastecimento humano,,SEMARH/SE,"10º55'4.0""S","37º12'23.0""W",Baixo,Alto,-10.9177777778,-37.2063888889,3480,-37.20638888899998,-10.917777777999959
367,Caibaté,1.661,V < 3 hm³,7,h < 10 m,7,MUCUGÊ,BA,Irrigação,,INEMA/BA,"12º57'45.0""S","41º28'55.0""W",Alto,Alto,-12.9625,-41.4822222222,3579,-41.48222222199996,-12.962499999999977
371,Capão Comprido,2.906,V < 3 hm³,26.63,15 m < h < 30 m,26.63,MUCUGÊ,BA,Irrigação,,INEMA/BA,"13º01'16.0""S","41º38'15.0""W",Médio,Alto,-13.0211388889,-41.6375,3576,-41.63749999999993,-13.021138888999928
372,Caraibas B1,0.022000000000000002,V < 3 hm³,2,h < 10 m,2,CURAÇÁ,BA,Abastecimento humano,,INEMA/BA,"09º34'47.0""S","39º51'48.0""W",Alto,Alto,-9.5799444444,-39.8635833333,3338,-39.86358333299995,-9.579944443999977
374,Caraibas B2,0.028,V < 3 hm³,2,h < 10 m,2,CURAÇÁ,BA,Abastecimento humano,,INEMA/BA,"09º35'9.0""S","39º51'6.0""W",Alto,Alto,-9.5861111111,-39.851944444400004,3339,-39.85194444399997,-9.58611111099998
375,Caraibas B3,0.025,V < 3 hm³,2,h < 10 m,2,CURAÇÁ,BA,Abastecimento humano,,INEMA/BA,"09º35'20.0""S","39º51'7.0""W",Alto,Alto,-9.588944444400001,-39.8522222222,3340,-39.852222221999966,-9.588944443999935
364,Poço do Magro,37,3 hm³ < V < 75 hm³,22,15 m < h < 30 m,22,GUANAMBI,BA,Abastecimento humano,Barragem Poço do Magro,INEMA/BA,"14º15'25.0""S","42º49'.0""W",Médio,Alto,-14.2572222222,-42.8166666667,3563,-42.816666666999936,-14.257222221999939
370,Campinas,2.077,V < 3 hm³,26.28,15 m < h < 30 m,26.28,MUCUGÊ,BA,Irrigação,,INEMA/BA,"12º55'8.0""S","41º35'33.0""W",Alto,Alto,-12.919138888900001,-41.5925,3581,-41.59249999999997,-12.919138888999953
379,Fazenda Casca,1.8130000000000002,V < 3 hm³,14,10 m < h < 15 m,14,VITÓRIA DA CONQUISTA,BA,Irrigação, ,INEMA/BA,"15º15'4.0""S","40º56'54.0""W",Alto,Alto,-15.2512777778,-40.9483888889,3555,-40.94838888899994,-15.251277777999974
383,Nova Guiné,0.365,V < 3 hm³,8.370000000000001,h < 10 m,8.370000000000001,MUCUGÊ,BA,Irrigação, ,INEMA/BA,"12º58'49.0""S","41º30'8.0""W",Médio,Alto,-12.9805277778,-41.5023333333,3578,-41.50233333299997,-12.980527777999953
384,Piatã,9.589,3 hm³ < V < 75 hm³,17,15 m < h < 30 m,17,PIATÃ,BA,Irrigação,,INEMA/BA,"13º05'52.0""S","41º51'19.0""W",Médio,Alto,-13.0977777778,-41.855277777800005,3572,-41.85527777799996,-13.097777777999966
376,Caraibas B4,0.45,V < 3 hm³,5,h < 10 m,5,CURAÇÁ,BA,Industrial,,INEMA/BA,"09º35'24.0""S","39º50'24.0""W",Alto,Alto,-9.59,-39.84,3341,-39.839999999999975,-9.589999999999975
377,Catiboaba,0.28600000000000003,V < 3 hm³,9.65,h < 10 m,9.65,BRUMADO,BA,Industrial,,INEMA/BA,"14º14'49.0""S","41º42'13.0""W",Médio,Alto,-14.247,-41.70375,3564,-41.70374999999996,-14.246999999999957
378,Cova da Mandioca,126.01,75 hm³ < V < 200 hm³,32,30 m < h < 70 m,32,URANDI,BA,Abastecimento humano,Barragem Cova da Mandioca,INEMA/BA,"14º46'3.0""S","42º47'44.0""W",Médio,Alto,-14.7675,-42.7955555556,3560,-42.795555555999954,-14.767499999999927
380,Fazenda Três Irmãos I,0.276,V < 3 hm³,7,h < 10 m,7,MUCUGÊ,BA,Irrigação,,INEMA/BA,"12º51'42.0""S","41º30'52.0""W",Alto,Baixo,-12.8616944444,-41.514666666699995,3586,-41.51466666699997,-12.861694443999966
385,Piripá,0.225,V < 3 hm³,9,h < 10 m,9,PIRIPÁ,BA,Abastecimento humano,,INEMA/BA,"15º01'55.0""S","41º47'12.0""W",Alto,Alto,-15.032222222200001,-41.7866666667,3556,-41.78666666699996,-15.032222221999973
329,Agronol-01,7.958,3 hm³ < V < 75 hm³,7.1000000000000005,h < 10 m,6,LUÍS EDUARDO MAGALHÃES,BA,Irrigação,SEM NOME,INEMA/BA,"11º56'30.0""S","45º43'27.0""W",Médio,Alto,-11.941944444399999,-45.7241666667,3509,-45.72416666699996,-11.941944443999944
20,Caldeirões,18.79,3 hm³ < V < 75 hm³,29,15 m < h < 30 m,29,PALMEIRA DOS ÍNDIOS,AL,Irrigação,Açude Bálsamo,ANA,"09º18'59.0""S","36º38'59.0""W",Médio,Alto,-9.3164722222,-36.6498333333,3303,-36.64983333299995,-9.316472221999959
21,Cocorobó,245.38,V > 200 hm³,33.5,30 m < h < 70 m,33.5,CANUDOS,BA,Abastecimento humano,Açude do Cocorobó,ANA,"09º52'56.0""S","39º02'20.0""W",Alto,Alto,-9.882249999999999,-39.039,3344,-39.03899999999993,-9.882249999999942
22,Rio Paranã,170,75 hm³ < V < 200 hm³,33,30 m < h < 70 m,33,SÃO JOÃO D'ALIANÇA,GO,Irrigação,Barragem do Paranã,ANA,"14º41'28.0""S","47º16'46.0""W",Médio,Alto,-14.6911666667,-47.2795833333,3495,-47.27958333299995,-14.691166666999948
24,Gasparino,48.61,3 hm³ < V < 75 hm³,23.330000000000002,15 m < h < 30 m,23.330000000000002,CORONEL JOÃO SÁ,BA,Abastecimento humano,Barragem Gasparino,ANA,"10º16'36.0""S","38º03'15.0""W",Médio,Alto,-10.2768888889,-38.054444444400005,3491,-38.054444443999955,-10.276888888999963
25,Baião,39.230000000000004,3 hm³ < V < 75 hm³,14.700000000000001,10 m < h < 15 m,14.700000000000001,BELÉM DO BREJO DO CRUZ,PB,Abastecimento humano,Açude Baião,ANA,"06º10'23.0""S","37º19'48.0""W",Alto,Alto,-6.1732222222,-37.330138888899995,3276,-37.330138888999954,-6.173222221999936
26,Cacimba da Várzea,9.264000000000001,3 hm³ < V < 75 hm³,22.330000000000002,10 m < h < 15 m,14,SOLÂNEA,PB,Combate às secas,Açude Cacimba da Várzea,ANA,"06º41'27.0""S","35º46'48.0""W",Alto,Alto,-6.690973690600001,-35.7800339599,3292,-35.78003395999997,-6.690973690999954
27,Capoeira,53.45,3 hm³ < V < 75 hm³,36,30 m < h < 70 m,36,MÃE D'ÁGUA,PB,Abastecimento humano,Açude Capoeira,ANA,"07º09'51.0""S","37º24'41.0""W",Alto,Alto,-7.1642222222,-37.411444444400004,3353,-37.41144444399998,-7.164222221999978
28,Coremas,720,V > 200 hm³,50,30 m < h < 70 m,50,COREMAS,PB,Regularização de vazão,Açude Coremas,ANA,"07º01'25.0""S","37º56'57.0""W",Médio,Alto,-7.0238611111,-37.9492222222,3347,-37.949222221999946,-7.023861110999974
29,Curimataú,5.99,3 hm³ < V < 75 hm³,15.18,15 m < h < 30 m,15.18,BARRA DE SANTA ROSA,PB,Abastecimento humano,Açude Curimataú,ANA,"06º42'49.0""S","36º02'9.0""W",Médio,Alto,-6.7138333333,-36.035916666700004,3290,-36.03591666699998,-6.713833332999968
30,Escondido I,16.580000000000002,3 hm³ < V < 75 hm³,12.46,10 m < h < 15 m,12.46,BELÉM DO BREJO DO CRUZ,PB,Abastecimento humano,Açude Escondido I,ANA,"06º11'36.0""S","37º32'32.0""W",Médio,Alto,-6.1935833333,-37.5422777778,3260,-37.54227777799997,-6.1935833329999355
31,Felismina Queiroz,2.06,V < 3 hm³,13,h < 10 m,8,PEDRA LAVRADA,PB,Abastecimento humano,Açude Felismina Queiroz,ANA,"06º51'17.0""S","36º24'28.0""W",Médio,Alto,-6.8549166667,-36.4079166667,3287,-36.40791666699994,-6.854916666999941
32,Mãe d'Água,640,V > 200 hm³,35,30 m < h < 70 m,35,COREMAS,PB,Regularização de vazão,,ANA,"07º01'27.0""S","37º59'7.0""W",Médio,Alto,-7.0242777778,-37.9854722222,3346,-37.98547222199994,-7.0242777779999415
33,Poleiros,7.930000000000001,3 hm³ < V < 75 hm³,25,15 m < h < 30 m,25,BARRA DE SANTA ROSA,PB,Abastecimento humano,Açude Poleiros,ANA,"06º43'53.0""S","36º05'19.0""W",Alto,Alto,-6.7314444444,-36.0886388889,3289,-36.08863888899998,-6.731444443999976
34,Santa Inês,26.12,3 hm³ < V < 75 hm³,37.7,30 m < h < 70 m,37.7,SANTA INÊS,PB,Abastecimento humano,Açude Santa Inês,ANA,"07º37'47.0""S","38º35'41.0""W",Médio,Alto,-7.6298611111,-38.5948888889,3345,-38.59488888899995,-7.629861110999968
35,Santa Luzia,11.72,3 hm³ < V < 75 hm³,15.5,15 m < h < 30 m,15.18,SANTA LUZIA,PB,Abastecimento humano,Açude Santa Luzia,ANA,"06º52'26.0""S","36º55'26.0""W",Médio,Alto,-6.8738888889,-36.9238888889,3285,-36.923888888999954,-6.873888888999943
36,Santa Rosa,2.84,V < 3 hm³,9.18,h < 10 m,8,BREJO DO CRUZ,PB,Abastecimento humano,Açude Santa Rosa,ANA,"06º19'9.0""S","37º30'43.0""W",Médio,Alto,-6.3192222222000005,-37.5119722222,3261,-37.51197222199994,-6.319222221999951
37,São Domingos,0.26,V < 3 hm³,9.6,h < 10 m,9.6,SANTA LUZIA,PB,Regularização de vazão,Açude São Domingos,ANA,"06º52'58.0""S","36º59'58.0""W",Médio,Médio,-6.8828138241,-36.9995791464,3281,-36.999579145999974,-6.882813823999925
38,São Gonçalo,1.26,V < 3 hm³,11.5,10 m < h < 15 m,11.5,PEDRA LAVRADA,PB,Abastecimento humano,Açude São Gonçalo,ANA,"06º48'30.0""S","36º21'9.0""W",Médio,Médio,-6.8085555556,-36.3526666667,3288,-36.35266666699994,-6.808555555999931
39,São Mamede,15.790000000000001,3 hm³ < V < 75 hm³,14.9,10 m < h < 15 m,14.9,SÃO MAMEDE,PB,Abastecimento humano,Açude São Mamede,ANA,"06º55'49.0""S","37º04'17.0""W",Alto,Alto,-6.9302777778,-37.0716388889,3360,-37.071638888999985,-6.930277777999947
40,Várzea Grande,21.53,3 hm³ < V < 75 hm³,24.97,15 m < h < 30 m,24.97,PICUÍ,PB,Abastecimento humano,Açude Várzea Grande,ANA,"06º25'45.0""S","36º21'17.0""W",Médio,Alto,-6.4292222222,-36.354944444400004,3295,-36.354944443999955,-6.429222221999964
41,Carnaúba,25.71,3 hm³ < V < 75 hm³,19,15 m < h < 30 m,19,CAICÓ,RN,Abastecimento humano,Açude Carnaúba,ANA,"06º37'43.0""S","37º08'50.0""W",Médio,Alto,-6.6287777778,-37.147388888900004,3279,-37.147388888999956,-6.6287777779999715
42,Dinamarca,6,3 hm³ < V < 75 hm³,8.3,h < 10 m,8.3,SERRA NEGRA DO NORTE,RN,Abastecimento humano,Açude Serra Negra,ANA,"06º40'14.0""S","37º23'12.0""W",Médio,Alto,-6.6705555556,-37.3866666667,3262,-37.38666666699993,-6.670555555999954
44,Engenheiro Armando Ribeiro Gonçalves,2400,V > 200 hm³,41,30 m < h < 70 m,41,AÇU,RN,Regularização de vazão,Açude Armando Ribeiro Gonçalves,ANA,"05º40'9.0""S","36º53'7.0""W",Médio,Alto,-5.6694166667,-36.8854722222,3282,-36.885472221999976,-5.66941666699995
45,Esguicho,27.94,3 hm³ < V < 75 hm³,19.59,15 m < h < 30 m,17.900000000000002,OURO BRANCO,RN,Abastecimento humano,Açude do Esguicho,ANA,"06º43'57.0""S","36º57'12.0""W",Médio,Alto,-6.732749999999999,-36.9533888889,3284,-36.95338888899994,-6.732749999999953
46,Itans,81.75,75 hm³ < V < 200 hm³,25,15 m < h < 30 m,25,CAICÓ,RN,Regularização de vazão,Açude Itans,ANA,"06º29'20.0""S","37º04'.0""W",Médio,Alto,-6.4888888889,-37.0669444444,3280,-37.066944443999944,-6.488888888999952
47,Japi II,20.650000000000002,3 hm³ < V < 75 hm³,20.55,15 m < h < 30 m,20.55,SÃO JOSÉ DO CAMPESTRE,RN,Regularização de vazão,Açude Japi II,ANA,"06º20'45.0""S","35º47'40.0""W",Alto,Alto,-6.3458611111,-35.7945,3298,-35.79449999999997,-6.3458611109999765
48,Boqueirão de Parelhas,85.01,75 hm³ < V < 200 hm³,29,15 m < h < 30 m,29,PARELHAS,RN,Abastecimento humano,Açude Boqueirão de Parelhas,ANA,"06º41'41.0""S","36º37'44.0""W",Alto,Alto,-6.6948333333,-36.6289722222,3286,-36.62897222199996,-6.694833332999963
49,Passagem das Traíras,49.7,3 hm³ < V < 75 hm³,25.5,15 m < h < 30 m,25.5,JARDIM DO SERIDÓ,RN,Abastecimento humano,Açude Passagem das Traíras,ANA,"06º30'54.0""S","36º56'31.0""W",Alto,Alto,-6.515000000000001,-36.942,3283,-36.94199999999995,-6.5149999999999295
50,Sabugi,65.33,3 hm³ < V < 75 hm³,20.5,15 m < h < 30 m,20.5,SÃO JOÃO DO SABUGI,RN,Abastecimento humano,Açude Santo Antônio,ANA,"06º38'46.0""S","37º11'52.0""W",Médio,Alto,-6.646166666700001,-37.1979722222,3277,-37.197972221999976,-6.646166666999932
51,Poço da Cruz,504,V > 200 hm³,42.5,30 m < h < 70 m,42.5,IBIMIRIM,PE,Regularização de vazão,Açude Engenheiro Francisco Saboya,ANA,"08º30'29.0""S","37º42'17.0""W",Médio,Alto,-8.5083333333,-37.7048888889,3350,-37.70488888899996,-8.508333332999939
52,Ingazeira,4.8,3 hm³ < V < 75 hm³,16,15 m < h < 30 m,16,VENTUROSA,PE,Abastecimento humano,Barragem de Ingazeira,ANA,"08º36'47.0""S","36º54'36.0""W",Médio,Médio,-8.6131388889,-36.910000000000004,3369,-36.90999999999997,-8.61313888899997
53,Inhumas I,7.87,3 hm³ < V < 75 hm³,11.950000000000001,10 m < h < 15 m,11.950000000000001,GARANHUNS,PE,Abastecimento humano,Açude Inhumas I,ANA,"08º59'23.0""S","36º23'3.0""W",Alto,Alto,-8.989888888900001,-36.3842777778,3315,-36.384277777999955,-8.989888888999928
54,Estreito,75.86,75 hm³ < V < 200 hm³,28,15 m < h < 30 m,23,URANDI,BA,Abastecimento humano,Açude do Estreito,ANA,"14º49'42.0""S","42º48'25.0""W",Médio,Alto,-14.8284722222,-42.807194444400004,3559,-42.80719444399995,-14.82847222199996
55,Governador Dionísio Machado,15,3 hm³ < V < 75 hm³,20,15 m < h < 30 m,20,LAGARTO,SE,Abastecimento humano,,ANA,"10º57'39.0""S","37º39'53.0""W",Médio,Alto,-10.961111111100001,-37.6648611111,3478,-37.66486111099994,-10.96111111099998
56,Cachoeira I,5.95,3 hm³ < V < 75 hm³,21.5,15 m < h < 30 m,21.5,SERTÂNIA,PE,Regularização de vazão,Açude Cachoeira I,ANA,"08º04'.0""S","37º13'20.0""W",Médio,Alto,-8.0669444444,-37.2224166667,3357,-37.22241666699995,-8.066944443999944
57,Cajarana,2.59,V < 3 hm³,14.5,10 m < h < 15 m,14.5,GARANHUNS,PE,Irrigação,Barragem de Cajarana,ANA,"08º47'7.0""S","36º31'30.0""W",Médio,Alto,-8.785305555599999,-36.5250833333,3325,-36.52508333299994,-8.785305555999969
58,Marechal Dutra,44.42,3 hm³ < V < 75 hm³,26.5,15 m < h < 30 m,26.5,ACARI,RN,Abastecimento humano,Açude Marechal Dutra,ANA,"06º25'32.0""S","36º36'9.0""W",Médio,Alto,-6.4255833333,-36.6026666667,3296,-36.60266666699994,-6.425583332999963
59,Bonsucesso,3.2,3 hm³ < V < 75 hm³,10.200000000000001,10 m < h < 15 m,10.200000000000001,SOSSÊGO,PB,Abastecimento humano,Açude Bonsucesso,ANA,"06º42'28.0""S","36º10'32.0""W",Médio,Alto,-6.7078333333,-36.1757222222,3291,-36.17572222199993,-6.70783333299994
60,Barragem no Ribeirão Samambaia,11.68,3 hm³ < V < 75 hm³,25.05,15 m < h < 30 m,25.05,ANADIA,AL,Irrigação,Represa Fazenda Pamplona,ANA,"16º17'1.0""S","47º34'54.0""W",Médio,Baixo,-16.283861111100002,-47.5818055556,3540,-47.58180555599995,-16.283861110999965
61,Jaguari,101.583,75 hm³ < V < 200 hm³,62,30 m < h < 70 m,62,VARGEM,SP,Abastecimento humano,Barragem Rio Jacareí-Jaguari,ANA,"22º55'27.0""S","46º25'30.0""W",Baixo,Alto,-22.9243611111,-46.42525,3202,-46.42524999999995,-22.92436111099994
62,Cachoeira,116.60000000000001,75 hm³ < V < 200 hm³,40,30 m < h < 70 m,40,PIRACAIA,SP,Abastecimento humano,Barragem Rio Cachoeira,ANA,"23º03'2.0""S","46º19'12.0""W",Baixo,Alto,-23.0508055556,-46.32,3206,-46.319999999999936,-23.050805555999943
